timestamp,sensor_1,sensor_2,sensor_3
1546964383166,0.546432,0.485826,0
1546964383283,0.546432,0.486804,0
1546964383386,0.546432,0.482893,0
1546964383499,0.546432,0.501466,0
1546964383609,0.546432,0.55523,0
1546964383710,0.545455,0.509286,0
1546964383822,0.545455,0.514174,0
1546964383929,0.545455,0.512219,0
1546964384039,0.545455,0.492669,0
1546964384148,0.545455,0.492669,0
1546964384258,0.545455,0.488759,0
1546964384370,0.545455,0.494624,0
1546964384476,0.545455,0.490714,0
1546964384589,0.545455,0.533724,0
1546964384697,0.545455,0.542522,0
1546964384808,0.545455,0.508309,0
1546964384914,0.544477,0.518084,0
1546964385024,0.544477,0.505376,0
1546964385133,0.544477,0.489736,0
1546964385248,0.544477,0.491691,0
1546964385357,0.544477,0.484848,0
1546964385462,0.545455,0.483871,0
1546964385571,0.544477,0.505376,0
1546964385680,0.545455,0.565005,0
1546964385790,0.545455,0.513196,0
1546964385902,0.545455,0.506354,0
1546964386013,0.545455,0.509286,0
1546964386118,0.544477,0.491691,0
1546964386227,0.545455,0.488759,0
1546964386337,0.544477,0.486804,0
1546964386449,0.544477,0.485826,0
1546964386556,0.544477,0.483871,0
1546964386666,0.544477,0.484848,0
1546964386775,0.544477,0.480938,0
1546964386886,0.544477,0.483871,0
1546964386994,0.544477,0.514174,0
1546964387104,0.544477,0.565005,0
1546964387214,0.544477,0.517107,0
1546964387323,0.544477,0.517107,0
1546964387431,0.544477,0.509286,0
1546964387541,0.544477,0.492669,0
1546964387651,0.544477,0.501466,0
1546964387761,0.5435,0.493646,0
1546964387867,0.5435,0.491691,0
1546964387982,0.5435,0.489736,0
1546964388088,0.5435,0.487781,0
1546964388197,0.544477,0.487781,0
1546964388308,0.5435,0.488759,0
1546964388416,0.544477,0.54741,0
1546964388531,0.544477,0.534702,0
1546964388633,0.544477,0.504399,0
1546964388749,0.544477,0.513196,0
1546964388854,0.544477,0.499511,0
1546964388969,0.5435,0.487781,0
1546964389073,0.544477,0.488759,0
1546964389187,0.544477,0.487781,0
1546964389292,0.544477,0.483871,0
1546964389398,0.544477,0.482893,0
1546964389508,0.544477,0.484848,0
1546964389625,0.544477,0.492669,0
1546964389730,0.544477,0.546432,0
1546964389837,0.544477,0.514174,0
1546964389950,0.5435,0.498534,0
1546964390058,0.5435,0.508309,0
1546964390166,0.544477,0.488759,0
1546964390276,0.544477,0.488759,0
1546964390388,0.544477,0.489736,0
1546964390496,0.545455,0.486804,0
1546964390607,0.544477,0.487781,0
1546964390712,0.544477,0.481916,0
1546964390820,0.544477,0.491691,0
1546964390930,0.5435,0.561095,0
1546964391039,0.545455,0.521994,0
1546964391151,0.5435,0.509286,0
1546964391258,0.5435,0.518084,0
1546964391368,0.5435,0.492669,0
1546964391478,0.5435,0.489736,0
1546964391586,0.5435,0.487781,0
1546964391696,0.5435,0.486804,0
1546964391814,0.5435,0.481916,0
1546964391915,0.5435,0.484848,0
1546964392030,0.5435,0.479961,0
1546964392138,0.542522,0.481916,0
1546964392244,0.5435,0.530792,0
1546964392353,0.5435,0.565005,0
1546964392462,0.5435,0.521994,0
1546964392573,0.542522,0.521994,0
1546964392680,0.542522,0.504399,0
1546964392791,0.542522,0.490714,0
1546964392900,0.542522,0.493646,0
1546964393011,0.5435,0.493646,0
1546964393119,0.542522,0.488759,0
1546964393228,0.5435,0.479961,0
1546964393338,0.5435,0.480938,0
1546964393445,0.5435,0.480938,0
1546964393557,0.542522,0.536657,0
1546964393668,0.5435,0.532747,0
1546964393780,0.5435,0.492669,0
1546964393889,0.5435,0.514174,0
1546964393996,0.542522,0.499511,0
1546964394104,0.542522,0.485826,0
1546964394213,0.542522,0.488759,0
1546964394323,0.5435,0.486804,0
1546964394436,0.542522,0.486804,0
1546964394539,0.542522,0.482893,0
1546964394651,0.5435,0.532747,0
1546964394761,0.542522,0.530792,0
1546964394874,0.5435,0.489736,0
1546964394976,0.542522,0.502444,0
1546964395089,0.5435,0.497556,0
1546964395202,0.542522,0.481916,0
1546964395308,0.542522,0.482893,0
1546964395417,0.542522,0.486804,0
1546964395523,0.542522,0.484848,0
1546964395632,0.542522,0.499511,0
1546964395742,0.542522,0.554252,0
1546964395851,0.542522,0.511241,0
1546964395960,0.542522,0.505376,0
1546964396070,0.542522,0.507331,0
1546964396179,0.542522,0.491691,0
1546964396293,0.542522,0.485826,0
1546964396398,0.541544,0.485826,0
1546964396512,0.541544,0.482893,0
1546964396617,0.541544,0.517107,0
1546964396730,0.541544,0.546432,0
1546964396836,0.541544,0.493646,0
1546964396949,0.541544,0.501466,0
1546964397060,0.541544,0.496579,0
1546964397166,0.541544,0.479961,0
1546964397274,0.541544,0.480938,0
1546964397383,0.541544,0.480938,0
1546964397497,0.541544,0.478983,0
1546964397607,0.540567,0.479961,0
1546964397712,0.541544,0.491691,0
1546964397825,0.541544,0.550342,0
1546964397935,0.541544,0.505376,0
1546964398040,0.540567,0.499511,0
1546964398150,0.540567,0.504399,0
1546964398259,0.540567,0.487781,0
1546964398369,0.541544,0.489736,0
1546964398478,0.541544,0.483871,0
1546964398588,0.540567,0.482893,0
1546964398702,0.540567,0.478983,0
1546964398807,0.540567,0.479961,0
1546964398916,0.540567,0.476051,0
1546964399025,0.540567,0.476051,0
1546964399134,0.540567,0.478006,0
1546964399248,0.540567,0.484848,0
1546964399354,0.541544,0.535679,0
1546964399469,0.540567,0.529814,0
1546964399573,0.540567,0.511241,0
1546964399682,0.540567,0.516129,0
1546964399792,0.540567,0.500489,0
1546964399901,0.540567,0.489736,0
1546964400011,0.540567,0.493646,0
1546964400117,0.540567,0.493646,0
1546964400229,0.540567,0.490714,0
1546964400343,0.539589,0.489736,0
1546964400449,0.540567,0.486804,0
1546964400558,0.540567,0.486804,0
1546964400667,0.539589,0.484848,0
1546964400773,0.540567,0.518084,0
1546964400890,0.540567,0.523949,0
1546964400996,0.540567,0.496579,0
1546964401101,0.540567,0.505376,0
1546964401211,0.540567,0.498534,0
1546964401320,0.540567,0.488759,0
1546964401434,0.540567,0.485826,0
1546964401539,0.540567,0.483871,0
1546964401652,0.540567,0.481916,0
1546964401762,0.541544,0.480938,0
1546964401868,0.539589,0.478983,0
1546964401979,0.540567,0.479961,0
1546964402086,0.540567,0.493646,0
1546964402196,0.541544,0.530792,0
1546964402305,0.541544,0.505376,0
1546964402414,0.540567,0.503421,0
1546964402524,0.540567,0.502444,0
1546964402634,0.540567,0.490714,0
1546964402743,0.540567,0.489736,0
1546964402854,0.540567,0.487781,0
1546964402962,0.540567,0.486804,0
1546964403071,0.540567,0.487781,0
1546964403185,0.540567,0.486804,0
1546964403290,0.540567,0.485826,0
1546964403400,0.539589,0.485826,0
1546964403509,0.540567,0.514174,0
1546964403618,0.540567,0.528837,0
1546964403729,0.540567,0.504399,0
1546964403838,0.540567,0.514174,0
1546964403947,0.540567,0.508309,0
1546964404056,0.540567,0.492669,0
1546964404165,0.540567,0.497556,0
1546964404274,0.540567,0.495601,0
1546964404383,0.540567,0.491691,0
1546964404497,0.539589,0.492669,0
1546964404605,0.539589,0.484848,0
1546964404714,0.540567,0.489736,0
1546964404826,0.540567,0.521994,0
1546964404930,0.540567,0.528837,0
1546964405045,0.540567,0.505376,0
1546964405151,0.541544,0.512219,0
1546964405264,0.540567,0.504399,0
1546964405367,0.540567,0.501466,0
1546964405476,0.540567,0.495601,0
1546964405589,0.539589,0.494624,0
1546964405698,0.540567,0.496579,0
1546964405809,0.539589,0.494624,0
1546964405913,0.540567,0.489736,0
1546964406023,0.540567,0.514174,0
1546964406136,0.540567,0.539589,0
1546964406247,0.540567,0.509286,0
1546964406354,0.539589,0.513196,0
1546964406463,0.540567,0.511241,0
1546964406570,0.539589,0.496579,0
1546964406679,0.539589,0.501466,0
1546964406788,0.539589,0.492669,0
1546964406902,0.540567,0.491691,0
1546964407007,0.540567,0.491691,0
1546964407117,0.539589,0.500489,0
1546964407227,0.539589,0.544477,0
1546964407340,0.539589,0.511241,0
1546964407445,0.540567,0.516129,0
1546964407556,0.540567,0.514174,0
1546964407668,0.539589,0.497556,0
1546964407777,0.539589,0.496579,0
1546964407883,0.539589,0.493646,0
1546964407993,0.539589,0.493646,0
1546964408106,0.539589,0.487781,0
1546964408212,0.539589,0.485826,0
1546964408322,0.539589,0.491691,0
1546964408430,0.539589,0.548387,0
1546964408540,0.540567,0.519062,0
1546964408649,0.539589,0.511241,0
1546964408760,0.539589,0.518084,0
1546964408867,0.539589,0.498534,0
1546964408978,0.539589,0.496579,0
1546964409093,0.539589,0.496579,0
1546964409197,0.539589,0.490714,0
1546964409310,0.539589,0.489736,0
1546964409419,0.539589,0.488759,0
1546964409529,0.539589,0.484848,0
1546964409635,0.538612,0.486804,0
1546964409748,0.539589,0.487781,0
1546964409853,0.539589,0.524927,0
1546964409963,0.539589,0.530792,0
1546964410077,0.539589,0.507331,0
1546964410186,0.539589,0.512219,0
1546964410294,0.539589,0.500489,0
1546964410403,0.539589,0.492669,0
1546964410510,0.538612,0.492669,0
1546964410619,0.539589,0.494624,0
1546964410729,0.538612,0.485826,0
1546964410842,0.538612,0.487781,0
1546964410949,0.539589,0.482893,0
1546964411057,0.539589,0.486804,0
1546964411171,0.538612,0.483871,0
1546964411277,0.539589,0.483871,0
1546964411386,0.539589,0.499511,0
1546964411498,0.538612,0.531769,0
1546964411601,0.539589,0.508309,0
1546964411714,0.539589,0.513196,0
1546964411819,0.539589,0.513196,0
1546964411929,0.539589,0.501466,0
1546964412042,0.539589,0.498534,0
1546964412148,0.538612,0.497556,0
1546964412257,0.538612,0.497556,0
1546964412368,0.538612,0.492669,0
1546964412476,0.538612,0.489736,0
1546964412590,0.538612,0.487781,0
1546964412699,0.538612,0.498534,0
1546964412806,0.539589,0.535679,0
1546964412914,0.538612,0.514174,0
1546964413028,0.539589,0.509286,0
1546964413133,0.538612,0.512219,0
1546964413246,0.539589,0.494624,0
1546964413356,0.539589,0.493646,0
1546964413462,0.539589,0.496579,0
1546964413570,0.538612,0.490714,0
1546964413688,0.538612,0.490714,0
1546964413789,0.539589,0.489736,0
