timestamp,sensor_1,sensor_2,sensor_3
1546965706618,0.457478,0.478006,0
1546965706728,0.456501,0.478983,0
1546965706836,0.456501,0.556207,0
1546965706952,0.456501,0.537634,0
1546965707058,0.456501,0.493646,0
1546965707168,0.456501,0.504399,0
1546965707278,0.456501,0.493646,0
1546965707386,0.457478,0.479961,0
1546965707493,0.456501,0.481916,0
1546965707609,0.457478,0.478983,0
1546965707717,0.457478,0.55914,0
1546965707824,0.457478,0.548387,0
1546965707931,0.457478,0.495601,0
1546965708043,0.457478,0.504399,0
1546965708151,0.457478,0.482893,0
1546965708257,0.457478,0.477028,0
1546965708373,0.457478,0.478006,0
1546965708478,0.458456,0.473118,0
1546965708588,0.457478,0.556207,0
1546965708697,0.458456,0.522972,0
1546965708812,0.458456,0.479961,0
1546965708919,0.458456,0.502444,0
1546965709032,0.457478,0.480938,0
1546965709136,0.457478,0.473118,0
1546965709242,0.458456,0.477028,0
1546965709352,0.457478,0.475073,0
1546965709468,0.458456,0.561095,0
1546965709572,0.458456,0.504399,0
1546965709679,0.458456,0.485826,0
1546965709791,0.458456,0.497556,0
1546965709906,0.458456,0.481916,0
1546965710014,0.458456,0.477028,0
1546965710121,0.458456,0.478983,0
1546965710227,0.458456,0.536657,0
1546965710337,0.458456,0.534702,0
1546965710445,0.458456,0.482893,0
1546965710559,0.459433,0.505376,0
1546965710669,0.458456,0.487781,0
1546965710773,0.458456,0.479961,0
1546965710883,0.458456,0.482893,0
1546965710994,0.458456,0.55914,0
1546965711101,0.458456,0.54741,0
1546965711212,0.458456,0.492669,0
1546965711320,0.458456,0.506354,0
1546965711437,0.459433,0.493646,0
1546965711541,0.458456,0.477028,0
1546965711654,0.459433,0.488759,0
1546965711758,0.458456,0.580645,0
1546965711868,0.458456,0.511241,0
1546965711982,0.458456,0.498534,0
1546965712086,0.458456,0.501466,0
1546965712196,0.458456,0.483871,0
1546965712309,0.458456,0.479961,0
1546965712418,0.457478,0.514174,0
1546965712529,0.457478,0.554252,0
1546965712636,0.459433,0.491691,0
1546965712743,0.458456,0.488759,0
1546965712852,0.457478,0.488759,0
1546965712963,0.458456,0.468231,0
1546965713072,0.458456,0.473118,0
1546965713181,0.458456,0.469208,0
1546965713290,0.458456,0.546432,0
1546965713399,0.457478,0.529814,0
1546965713514,0.457478,0.482893,0
1546965713619,0.458456,0.500489,0
1546965713728,0.458456,0.478983,0
1546965713837,0.458456,0.474096,0
1546965713947,0.457478,0.475073,0
1546965714057,0.458456,0.470186,0
1546965714166,0.458456,0.55523,0
1546965714275,0.458456,0.502444,0
1546965714385,0.458456,0.479961,0
1546965714494,0.458456,0.497556,0
1546965714601,0.458456,0.475073,0
1546965714717,0.458456,0.476051,0
1546965714823,0.458456,0.476051,0
1546965714931,0.458456,0.472141,0
1546965715041,0.458456,0.55914,0
1546965715155,0.458456,0.518084,0
1546965715260,0.459433,0.484848,0
1546965715370,0.458456,0.501466,0
1546965715480,0.458456,0.482893,0
1546965715588,0.458456,0.476051,0
1546965715695,0.458456,0.479961,0
1546965715807,0.458456,0.475073,0
1546965715918,0.458456,0.512219,0
1546965716029,0.458456,0.548387,0
1546965716140,0.459433,0.488759,0
1546965716241,0.458456,0.492669,0
1546965716359,0.458456,0.491691,0
1546965716465,0.458456,0.479961,0
1546965716572,0.458456,0.475073,0
1546965716688,0.458456,0.477028,0
1546965716795,0.458456,0.478983,0
1546965716903,0.458456,0.556207,0
1546965717007,0.458456,0.497556,0
1546965717118,0.458456,0.478006,0
1546965717236,0.458456,0.497556,0
1546965717337,0.458456,0.481916,0
1546965717452,0.459433,0.474096,0
1546965717554,0.459433,0.478006,0
1546965717671,0.459433,0.473118,0
1546965717777,0.459433,0.521994,0
1546965717885,0.460411,0.504399,0
1546965717993,0.460411,0.476051,0
1546965718107,0.460411,0.500489,0
1546965718212,0.460411,0.484848,0
1546965718326,0.460411,0.478983,0
1546965718432,0.460411,0.484848,0
1546965718541,0.461388,0.486804,0
1546965718650,0.460411,0.55132,0
1546965718758,0.460411,0.504399,0
1546965718869,0.460411,0.490714,0
1546965718978,0.460411,0.502444,0
1546965719089,0.461388,0.488759,0
1546965719199,0.461388,0.487781,0
1546965719306,0.460411,0.489736,0
1546965719417,0.460411,0.517107,0
1546965719523,0.460411,0.549365,0
1546965719632,0.460411,0.504399,0
1546965719745,0.460411,0.509286,0
1546965719851,0.461388,0.506354,0
1546965719966,0.460411,0.489736,0
1546965720076,0.459433,0.492669,0
1546965720182,0.459433,0.490714,0
1546965720291,0.459433,0.57087,0
1546965720404,0.459433,0.528837,0
1546965720510,0.459433,0.507331,0
1546965720620,0.459433,0.511241,0
1546965720729,0.458456,0.495601,0
1546965720838,0.459433,0.489736,0
1546965720946,0.459433,0.493646,0
1546965721055,0.458456,0.498534,0
1546965721164,0.459433,0.59042,0
1546965721277,0.459433,0.516129,0
1546965721383,0.458456,0.525904,0
1546965721495,0.459433,0.499511,0
1546965721605,0.459433,0.494624,0
1546965721715,0.458456,0.486804,0
1546965721826,0.458456,0.488759,0
1546965721932,0.458456,0.511241,0
1546965722040,0.458456,0.57869,0
1546965722156,0.458456,0.492669,0
1546965722263,0.459433,0.485826,0
1546965722368,0.459433,0.506354,0
1546965722480,0.459433,0.480938,0
1546965722589,0.459433,0.475073,0
1546965722701,0.459433,0.477028,0
1546965722806,0.459433,0.549365,0
1546965722921,0.458456,0.539589,0
1546965723032,0.458456,0.498534,0
1546965723137,0.459433,0.501466,0
1546965723248,0.458456,0.478006,0
1546965723357,0.458456,0.478983,0
1546965723467,0.459433,0.477028,0
1546965723574,0.458456,0.470186,0
1546965723681,0.458456,0.524927,0
1546965723790,0.458456,0.584555,0
1546965723906,0.458456,0.507331,0
1546965724008,0.458456,0.490714,0
1546965724119,0.458456,0.507331,0
1546965724229,0.458456,0.495601,0
1546965724336,0.458456,0.470186,0
1546965724452,0.458456,0.451613,0
1546965724559,0.458456,0.473118,0
1546965724667,0.458456,0.576735,0
1546965724776,0.458456,0.521994,0
1546965724884,0.457478,0.501466,0
1546965724992,0.458456,0.521017,0
1546965725105,0.458456,0.461388,0
1546965725216,0.458456,0.490714,0
1546965725322,0.458456,0.467253,0
1546965725433,0.458456,0.462366,0
1546965725541,0.458456,0.470186,0
1546965725655,0.458456,0.565982,0
1546965725765,0.458456,0.499511,0
1546965725867,0.458456,0.481916,0
1546965725977,0.458456,0.490714,0
1546965726088,0.460411,0.476051,0
1546965726195,0.458456,0.471163,0
1546965726308,0.458456,0.472141,0
1546965726419,0.458456,0.470186,0
1546965726524,0.458456,0.528837,0
1546965726633,0.459433,0.519062,0
1546965726743,0.458456,0.477028,0
1546965726852,0.459433,0.500489,0
1546965726966,0.459433,0.476051,0
1546965727076,0.459433,0.480938,0
1546965727180,0.459433,0.481916,0
1546965727291,0.458456,0.477028,0
1546965727402,0.458456,0.515152,0
1546965727514,0.459433,0.531769,0
1546965727617,0.459433,0.488759,0
1546965727735,0.458456,0.500489,0
1546965727837,0.459433,0.487781,0
1546965727951,0.458456,0.477028,0
1546965728055,0.459433,0.479961,0
1546965728164,0.459433,0.481916,0
1546965728275,0.459433,0.485826,0
1546965728383,0.459433,0.55132,0
